"Object Number","Collection Name","Geographic Name","Geographic Name","Geographic Name","Geographic Name","Geographic Name","Geographic Name","Geographic Name","Geographic Name","Geographic Name","Geographic Name","Level","Full Name","Scope And Content","Date","Extent","Physical/Technical","Multimedia name","Copyright","Multimedia irn"
"2001/090/1/1/3186","Trotter","Kenya","default","default","default","default","default","default","default","default","default","Item","Air patrol over Littleton's tour","Aerial view of urban developments, taken from a patrol plane over Colonial Secretary Oliver Lyttleton's Kenya tour.","1 November 1952","1 negative","default","2558.tif","[Copyright] Bristol Record Office",121459
"2001/090/1/1/3189","Trotter","Kenya","default","default","default","default","default","default","default","default","default","Item","Air patrol over Littleton's tour","Oblique aerial view of urban developments, taken from a patrol plane over Colonial Secretary Oliver Lyttleton's Kenya tour.","1 November 1952","1 negative","default","2559.tif","[Copyright] Bristol Record Office",121460
"2001/090/1/1/3195","Trotter","Kenya","default","default","default","default","default","default","default","default","default","Item","Ava Gardner and Frank Sinatra arrive in Nairobi","Hollywood couple Ava Gardner and Frank Sinatra disembark from a plane on their arrival at Eastleigh airport. Gardner was due to play a lead role in 'Mogambo', a John Ford film being shot on location in Kenya.","7 November 1952","1 negative","default","2560.tif","[Copyright] Bristol Record Office",121124
"2001/090/1/1/3198","Trotter","Kenya","default","default","default","default","default","default","default","default","default","Item","Ava Gardner, Frank Sinatra and Grace Kelly","Hollywood film stars Frank Sinatra, Ava Gardner and Grace Kelly being greeted at Eastleigh airport. Both Gardner and Kelly were due to play lead roles in 'Mogambo', a John Ford film being shot on location in Kenya.","7 November 1952","1 negative","default","2561.tif","[Copyright] Bristol Record Office",119430
"2001/090/1/1/3199","Trotter","Kenya","default","default","default","default","default","default","default","default","default","Item","Clark Gable and Ava Gardner","Hollywood film stars Ava Gardner and Clark Gable at Eastleigh airport. Both were due to play lead roles in 'Mogambo', a John Ford film being shot on location in Kenya.","7 November 1952","1 negative","default","2562.tif","[Copyright] Bristol Record Office",120342
"2001/090/1/1/3200","Trotter","Kenya","default","default","default","default","default","default","default","default","default","Item","Clark Gable and Ava Gardner","Hollywood film stars Clark Gable and Ava Gardner on their arrival at Eastleigh airport. Both were due to play leading roles in 'Mogambo', a John Ford film being shot on location in Kenya.  Nairobi, Kenya","7 November 1952","1 negative","default","2563.tif","[Copyright] Bristol Record Office",120341
"2001/090/1/1/3201","Trotter","Kenya","default","default","default","default","default","default","default","default","default","Item","Frank Sinatra and Ava Gardner","Hollywood couple Frank Sinatra and Ava Gardner pose beneath a signpost on their arrival at Eastleigh airport, Nairobi. Gardner was due to play a lead role in 'Mogambo', a John Ford film being shot on location in Kenya.","7 November 1952","1 negative","default","2564.tif","[Copyright] Bristol Record Office",119485
"2001/090/1/1/3202","Trotter","Kenya","default","default","default","default","default","default","default","default","default","Item","Ava Gardner and Frank Sinatra pose for photos","Hollywood couple Ava Gardner and Frank Sinatra pose for a photographer on their arrival at Eastleigh airport, Nairobi. Gardner was due to play a lead role in 'Mogambo', a John Ford film being shot on location in Kenya.","7 November 1952","1 negative","default","2565.tif","[Copyright] Bristol Record Office",121123
"2001/090/1/1/3203","Trotter","Kenya","default","default","default","default","default","default","default","default","default","Item","Clark Gable jokes with an askari","Hollywood film star Clarke Gable conversing with a uniformed askari (soldier) on his arrival at Eastleigh airport, Nairobi. Gable was due to play the lead role in 'Mogambo', a John Ford film being shot on location in Kenya.","7 November 1952","1 negative","default","2566.tif","[Copyright] Bristol Record Office",120340
"2001/090/1/1/3205","Trotter","Kenya","default","default","default","default","default","default","default","default","default","Item","Eastleigh Airport, Nairobi","Airport staff surrounding a double-propellered passenger plane that sits on the runway at Eastleigh airport. A sign post on the right indicates the distance in miles to various African cities.","9 November 1952","1 negative","default","2567.tif","[Copyright] Bristol Record Office",119864
"2001/090/1/1/3206","Trotter","Kenya","default","default","default","default","default","default","default","default","default","Item","John Bentley arrives in Nairobi","Hollywood film star John Bentley waves his trilby hat as he disembarks from a plane at Eastleigh airport.","9 November 1952","1 negative","default","2568.tif","[Copyright] Bristol Record Office",118826
"2001/090/1/1/3207","Trotter","Kenya","default","default","default","default","default","default","default","default","default","Item","John Bentley with customs officials","Hollywood film star John Bentley chats to two customs officials after landing at Eastleigh airport, Nairobi.","9 November 1952","1 negative","default","2569.tif","[Copyright] Bristol Record Office",118824
"2001/090/1/1/3208","Trotter","Kenya","default","default","default","default","default","default","default","default","default","Item","John Bentley at Nairobi airport","Hollywood film star John Bentley poses in front of a signpost after arriving at Eastleigh airport, Nairobi.","9 November 1952","1 negative","default","2570.tif","[Copyright] Bristol Record Office",118825
"2001/090/1/1/3210","Trotter","Kenya","default","default","default","default","default","default","default","default","default","Item","Arrival of a French athletics team","A group of French athletes wait on the runway with their luggage after their arrival at Eastleigh airport, Nairobi, possibly members of the national team en route back from the Indian Ocean Games in Madagascar.","9 November 1952","1 negative","default","2571.tif","[Copyright] Bristol Record Office",121188
"2001/090/1/1/3211","Trotter","Kenya","default","default","default","default","default","default","default","default","default","Item","French athletics team","A group of French athletes pose beneath a signpost on their arrival at Eastleigh airport, Nairobi, possibly members of the national team en route back from the Indian Ocean Games in Madagascar.","9 November 1952","1 negative","default","2572.tif","[Copyright] Bristol Record Office",119474
"2001/090/1/1/3212","Trotter","Kenya","default","default","default","default","default","default","default","default","default","Item","French athletics team","A group of French athletes pose beneath a signpost on their arrival at Eastleigh airport, Nairobi, possibly members of the national team en route back from the Indian Ocean Games in Madagascar.","9 November 1952","1 negative","default","2573.tif","[Copyright] Bristol Record Office",119475
"2001/090/1/1/3213","Trotter","Kenya","default","default","default","default","default","default","default","default","default","Item","Hardinge Street, Nairobi","View of Harding Street from the Torrs Hotel.","9 November 1952","1 negative","default","2574.tif","[Copyright] Bristol Record Office",119230
"2001/090/1/1/3214","Trotter","Kenya","default","default","default","default","default","default","default","default","default","Item","Armistice Day in Nairobi","View from the Torrs Hotel of an Armistice Day memorial service. The streets surrounding the cenotaph are closed for a military procession and crowds of onlookers line the pavements.","9 November 1952","1 negative","default","2575.tif","[Copyright] Bristol Record Office",121193
"2001/090/1/1/3216","Trotter","Kenya","default","default","default","default","default","default","default","default","default","Item","Armistice Day in Nairobi","View from the Torrs Hotel of an Armistice Day memorial service. The streets surrounding the cenotaph are closed for a military procession and crowds of onlookers line the pavements.","9 November 1952","1 negative","default","2576.tif","[Copyright] Bristol Record Office",121194
"2001/090/1/1/3222","Trotter","Kenya","default","default","default","default","default","default","default","default","default","Item","John Clarke's 21st birthday","Kenneth Meadows delivers a speech to an audience at John Clarke's 21st birthday party.","8 November 1952","1 negative","default","2577.tif","[Copyright] Bristol Record Office",118823
"2001/090/1/1/3295","Trotter","Kenya","default","default","default","default","default","default","default","default","default","Item","Kassam Kanji's workshop","Two men at work repairing bicycles of all sizes in a workshop identified as 'Kassam Kanji's'.","22 November 1952","1 negative","default","2578.tif","[Copyright] Bristol Record Office",118764
"2001/090/1/1/3297","Trotter","Kenya","default","default","default","default","default","default","default","default","default","Item","Kassam Kanji's workshop","Three men at work repairing bicycle wheels in a workshop identified as 'Kassam Kanji's'","22 November 1952","1 negative","default","2579.tif","[Copyright] Bristol Record Office",118765
"2001/090/1/1/3302","Trotter","Kenya","default","default","default","default","default","default","default","default","default","Item","Jean and John raise a toast","A couple identified as 'Jean and John' raise their glasses in a toast at the bar of the Silverback Hotel, Nanyuki.","29 November 1952","1 negative","default","2580.tif","[Copyright] Bristol Record Office",118836
"2001/090/1/1/3383","Trotter","Kenya","default","default","default","default","default","default","default","default","default","Item","Hear no evil, see no evil, speak no evil","Three wooden ornaments, carved into the shape of monkeys.","5 December 1952","1 negative","default","2581.tif","[Copyright] Bristol Record Office",119198
"2001/090/1/1/3388","Trotter","Kenya","default","default","default","default","default","default","default","default","default","Item","Carved wooden cutlery, Kenya","Three pieces of decorative wooden cutlery, including a knife, fork and spoon. The handles are intricately carved with the figure of a mother holding a baby.","5 December 1952","1 negative","default","2582.tif","[Copyright] Bristol Record Office",120589
"2001/090/1/1/3406","Trotter","Kenya","default","default","default","default","default","default","default","default","default","Item","Ballet jump practice","A male dancer demonstrates a ballet jump during an outdoors rehearsal for a square dance cabaret.","7 December 1952","1 negative","default","2583.tif","[Copyright] Bristol Record Office",121078
"2001/090/1/1/3420","Trotter","Kenya","default","default","default","default","default","default","default","default","default","Item","Square dance rehearsal","A group of dancers couple up to practice their routine for a square dance cabaret.","7 December 1952","1 negative","default","2584.tif","[Copyright] Bristol Record Office",115396
"2001/090/1/1/3428","Trotter","Kenya","default","default","default","default","default","default","default","default","default","Item","Square dance rehearsal","The long shadow of a ballet dancer, arms outstretched, extends across a lawn in front of other performers, at a practice rehearsal for a square dance cabaret.","7 December 1952","1 negative","default","2585.tif","[Copyright] Bristol Record Office",120127
"2001/090/1/1/3428A","Trotter","Kenya","default","default","default","default","default","default","default","default","default","Item","Square dance rehearsal","The long shadows of two ballet dancers extend across a lawn at a practice rehearsal for a square dance cabaret.","7 December 1952","1 negative","default","2586.tif","[Copyright] Bristol Record Office",120126
"2001/090/1/1/3441","Trotter","Kenya","default","default","default","default","default","default","default","default","default","Item","Cast of Cinderella","Two performers in character as Dandini and Buttons from Cinderella.","12 December 1952","1 negative","default","2587.tif","[Copyright] Bristol Record Office",120578
"2001/090/1/1/3487","Trotter","Kenya","default","default","default","default","default","default","default","default","default","Item","Genniclift-Thompson wedding","A middle-aged man stands to deliver his speech to the table at the Genniclift-Thompson wedding.","13 December 1952","1 negative","default","2588.tif","[Copyright] Bristol Record Office",119402
"2001/090/1/1/3497","Trotter","Kenya","default","default","default","default","default","default","default","default","default","Item","Square dance party","Four young men strike a pose as they practice their cabaret routine for a square dance party.","14 December 1952","1 negative","default","2589.tif","[Copyright] Bristol Record Office",120737
"2001/090/1/1/3527","Trotter","Kenya","default","default","default","default","default","default","default","default","default","Item","Musical chairs at children's party","Overhead view of children at the Buttons' party playing musical chairs in a garden.","14 December 1952","1 negative","default","2590.tif","[Copyright] Bristol Record Office",117356
"2001/090/1/1/3675","Trotter","Kenya","default","default","default","default","default","default","default","default","default","Item","Cooper in the ditch, Langa Langa","A Cooper racing car lies upturned in a ditch having veered off the track at the Langa Langa racing circuit.","Kenya, 21 December 1952","1 negative","default","2591.tif","[Copyright] Bristol Record Office",120219
"2001/090/1/1/3682","Trotter","Kenya","default","default","default","default","default","default","default","default","default","Item","Recovery of a Connaught racing car","Onlookers gather as a Connaught racing car is towed away following a crash at the Langa Langa racing circuit.","Kenya, 21 December 1952","1 negative","default","2592.tif","[Copyright] Bristol Record Office",116000
"2001/090/1/1/3693","Trotter","Kenya","default","default","default","default","default","default","default","default","default","Item","Square dance party","One of several men dressed as ballerinas leaps gracefully across the floor as the group perform a skit at the cabaret of a square dance party.","18 December 1952","1 negative","default","2593.tif","[Copyright] Bristol Record Office",122009
"2001/090/1/1/3696","Trotter","Kenya","default","default","default","default","default","default","default","default","default","Item","Square dance party","Group of men carry a colleague as they perform a skit as male ballerinas at the cabaret of a square dance party.","18 December 1952","1 negative","default","2594.tif","[Copyright] Bristol Record Office",117584
"2001/090/1/1/3697","Trotter","Kenya","default","default","default","default","default","default","default","default","default","Item","Square dance party","Two dancers identified as Pam and Hal, perform at the cabaret of a square dance party.","18 December 1952","1 negative","default","2595.tif","[Copyright] Bristol Record Office",116631
"2001/090/1/1/3717","Trotter","Kenya","default","default","default","default","default","default","default","default","default","Item","Christmas party at Forest Inn","A man dressed as Father Christmas arrives in costume for a children's party at the Forest Inn.","25 December 1952","1 negative","default","2596.tif","[Copyright] Bristol Record Office",119676
"2001/090/1/1/3718","Trotter","Kenya","default","default","default","default","default","default","default","default","default","Item","Christmas party at Forest Inn","Father Christmas distributes gifts to children at a Christmas party at the Forest Inn.","25 December 1952","1 negative","default","2597.tif","[Copyright] Bristol Record Office",119674
"2001/090/1/1/3722","Trotter","Kenya","default","default","default","default","default","default","default","default","default","Item","Christmas party at Forest Inn","Father Christmas visits a children's Christmas party at the Forest Inn.","25 December 1952","1 negative","default","2599.tif","[Copyright] Bristol Record Office",119673
"2001/090/1/1/3724","Trotter","Kenya","default","default","default","default","default","default","default","default","default","Item","Christmas party at Forest Inn","
Mr and Mrs Morris pose for the camera with Mrs Holmes at a Christmas party being held at the Forest Inn.","25 December 1952","1 negative","default","2600.tif","[Copyright] Bristol Record Office",119263
"2001/090/1/1/3726","Trotter","Kenya","default","default","default","default","default","default","default","default","default","Item","Christmas party at Forest Inn","
A man identified as 'Tom', lifts a collie dog onto his shoulder at a Christmas party being held at the Forest Inn bar.","25 December 1952","1 negative","default","2601.tif","[Copyright] Bristol Record Office",114396
"2001/090/1/1/3728","Trotter","Kenya","default","default","default","default","default","default","default","default","default","Item","Charles Trotter at a Christmas party","Charles Trotter sports a fake fez hat and poses with two women identified as 'Barbara and Mary' at the Forest Inn Christmas party.","25 December 1952","1 negative","default","2602.tif","[Copyright] Bristol Record Office",120496
"2001/090/1/1/3732","Trotter","Kenya","default","default","default","default","default","default","default","default","default","Item","Christmas at Dusty Miller's house","Dusty Miller's two sons pose in front of a sparse Christmas tree covered with twinkling decorations.","28 December 1952","1 negative","default","2603.tif","[Copyright] Bristol Record Office",120384
"2001/090/1/1/3734","Trotter","Kenya","default","default","default","default","default","default","default","default","default","Item","Portrait of Dusty Miller's son","Portrait of one of Dusty Miller's two sons, standing hands on hips outside the family home.","28 December 1952","1 negative","default","2604.tif","[Copyright] Bristol Record Office",119886
"2001/090/1/1/3741","Trotter","Kenya","default","default","default","default","default","default","default","default","default","Item","Wendy Allen- Dudley Winter wedding","A middle-aged gentleman delivers the first of the speeches, drink in hand, at the Wendy Allen - Dudley Winter wedding.","30 December 1952","1 negative","default","2605.tif","[Copyright] Bristol Record Office",113978
"2001/090/1/1/3750","Trotter","Kenya","default","default","default","default","default","default","default","default","default","Item","Guests at the Allen-Winter wedding","
Guests at the Wendy Allen - Dudley Winter wedding relax with glasses of champagne in a sunny garden.","30 December 1952","1 negative","default","2606.tif","[Copyright] Bristol Record Office",119259
"2001/090/1/1/3755","Trotter","Kenya","default","default","default","default","default","default","default","default","default","Item","Wedding couple on a train","
Jeremy and Jane, guests at the Wendy Allen - Dudley Winter wedding, wave farewell to friends from a train headed for Mombasa.","30 December 1952","1 negative","default","2607.tif","[Copyright] Bristol Record Office",113982
"2001/090/1/1/3757","Trotter","Kenya","default","default","default","default","default","default","default","default","default","Item","Wendy Winter drinks champagne","Wendy Winter (née Allen) drinks champagne from the bottle before departing on a train with her newlywed husband, Dudley Winter.","30 December 1952","1 negative","default","2608.tif","[Copyright] Bristol Record Office",113963
"2001/090/1/1/3759","Trotter","Kenya","default","default","default","default","default","default","default","default","default","Item","Archers' New Year party","Mr and Mrs Richardson strike a humorous pose at the Archers' New Year's party.","31 December 1952","1 negative","default","2609.tif","[Copyright] Bristol Record Office",114625
"2001/090/1/1/3761","Trotter","Kenya","default","default","default","default","default","default","default","default","default","Item","Archers' New Year party","Decorated with a paper garland, Ron Richardson sits engrossed in a set of papers, his fancy dress mask pushed up on top of his head.","31 December 1952","1 negative","default","2610.tif","[Copyright] Bristol Record Office",115821
"2001/090/1/1/3765","Trotter","Kenya","default","default","default","default","default","default","default","default","default","Item","Archers' New Year party","Two suited men identified as 'Eric Mathers and Cecil' pose for the camera wearing identical fancy dress masks at the Archer's New Year's Party.","31 December 1952","1 negative","default","2611.tif","[Copyright] Bristol Record Office",119770
"2001/090/1/1/3799","Trotter","Kenya","default","default","default","default","default","default","default","default","default","Item","Archers' New Year party","Mrs Archer and Eric Cecil are captured mid-embrace on the dancefloor at a New Year's party.","31 December 1952","1 negative","default","2612.tif","[Copyright] Bristol Record Office",118619
"2001/090/1/1/3807","Trotter","Kenya","default","default","default","default","default","default","default","default","default","Item","Stephen Ward at the Forest Inn","Stephen Ward stands, hands in pockets, smiling broadly beside a picnic rug outside the Forest Inn.","1 January 1953","1 negative","default","2613.tif","[Copyright] Bristol Record Office",120484
"2001/090/1/1/3808","Trotter","Kenya","default","default","default","default","default","default","default","default","default","Item","Portrait of 'Robert' at the Forest Inn","A Kenyan man identified as 'Robert', poses for the camera outside the Forest Inn. The negative books identify him as a domestic servant of Charles Trotter with the entry ""Robert, my boy.""","1 January 1953","1 negative","default","2614.tif","[Copyright] Bristol Record Office",116346
"2001/090/1/1/3810","Trotter","Kenya","default","default","default","default","default","default","default","default","default","Item","Off-duty Kenyan bartender","An off-duty Kenyan bartender poses with a cigarette, outside the Forest Inn.","1 January 1953","1 negative","default","2615.tif","[Copyright] Bristol Record Office",116798
"2001/090/1/1/3811","Trotter","Kenya","default","default","default","default","default","default","default","default","default","Item","Uniformed Kenyan bartender","A uniformed Kenyan bartender poses for the camera outside the Forest Inn.","1 January 1953","1 negative","default","2616.tif","[Copyright] Bristol Record Office",114211
"2001/090/1/1/3820","Trotter","Kenya","default","default","default","default","default","default","default","default","default","Item","Last night of 'Cinderella'","A young couple pose for the camera, at a party being held for the last night of a performance of 'Cinderella'.","1 January 1953","1 negative","default","2617.tif","[Copyright] Bristol Record Office",120984
"2001/090/1/1/3830","Trotter","Kenya","default","default","default","default","default","default","default","default","default","Item","Last night of 'Cinderella'","A woman enjoys herself, drinks in hand, at a party being held for the last night of a performance of 'Cinderella'.","1 January 1953","1 negative","default","2618.tif","[Copyright] Bristol Record Office",118546
"2001/090/1/1/3831","Trotter","Kenya","default","default","default","default","default","default","default","default","default","Item","Last night of 'Cinderella'","A woman enjoys herself, drinks in hand, at a party being held for the last night of a performance of 'Cinderella'.","1 January 1953","1 negative","default","2619.tif","[Copyright] Bristol Record Office",118547
"2001/090/1/1/3833","Trotter","Kenya","default","default","default","default","default","default","default","default","default","Item","Burt Condon's daughter","A European child identified as 'Burt Condon's girl', poses shyly for the camera wearing a gingham dress.","default","1 negative","default","2620.tif","[Copyright] Bristol Record Office",120745
"2001/090/1/1/3848","Trotter","Kenya","default","default","default","default","default","default","default","default","default","Item","Soap box derby","A group of 'officials' and children wait patiently at the finish line for contestants in a soap box derby race.","3 January 1953","1 negative","default","2621.tif","[Copyright] Bristol Record Office",115451
"2001/090/1/1/3856","Trotter","Kenya","default","default","default","default","default","default","default","default","default","Item","Soap box derby","Four young contestants wait on the starting line for their cue to begin a soap box derby race.","3 January 1953","1 negative","default","2622.tif","[Copyright] Bristol Record Office",115450
"2001/090/1/1/3868","Trotter","Kenya","default","default","default","default","default","default","default","default","default","Item","Number 18 in the soap box derby","A boy rides to the finish line in his homemade go-cart 'Comet', entry number 18 in a soap box derby race.","3 January 1953","1 negative","default","2623.tif","[Copyright] Bristol Record Office",116819
"2001/090/1/1/3869","Trotter","Kenya","default","default","default","default","default","default","default","default","default","Item","Number 26 in the soap box derby","A young boy passes crowds in his homemade go-cart, entry number 26 in a soap box derby race.","3 January 1953","1 negative","default","2624.tif","[Copyright] Bristol Record Office",116817
"2001/090/1/1/3897","Trotter","Kenya","default","default","default","default","default","default","default","default","default","Item","Soap box derby prize-giving","Onlookers crowd eagerly around child participants at the prize-giving speech of a soap box derby race.","3 January 1953","1 negative","default","2625.tif","[Copyright] Bristol Record Office",115452
"2001/090/1/1/4058","Trotter","Kenya","default","default","default","default","default","default","default","default","default","Item","Spinning twine at Sisal Products Ltd","A factory worker spins sisal fibre into twine at Sisal Products Ltd. Grown commercially for its hard fibres, sisal is a cactus closely related to hemp that is used to make products such as twine, rope and sacks etc.","30 January 1953","1 negative","default","397.tif","[Copyright] Bristol Record Office",115403
"2001/090/1/1/4115","Trotter","Kenya","default","default","default","default","default","default","default","default","default","Item","The Bruntons' party","Two men wearing suits sit hunched up in the open boot of a car behind a woman wearing an evening dress at the Brunton's party.","14 February 1953","1 negative","default","398.tif","[Copyright] Bristol Record Office",119047
"2001/090/1/1/4152","Trotter","Kenya","default","default","default","default","default","default","default","default","default","Item","Starching threads at Sisal Products Ltd","Machines starch threads at a factory producing goods for Sisal Products Ltd. Grown commercially for its hard fibres, sisal is a cactus closely related to hemp that is used to make products such as twine, rope and sacks etc.","18 February 1953","1 negative","default","305.tif","[Copyright] Bristol Record Office",115345
"2001/090/1/1/4154","Trotter","Kenya","default","default","default","default","default","default","default","default","default","Item","Spinning bobbins at Sisal Products Ltd","A factory worker spins sisal fibre onto bobbins at Sisal Products Ltd. Grown commercially for its hard fibres, sisal is a cactus closely related to hemp that is used to make products such as twine, rope and sacks etc.","18 February 1953","1 negative","default","306.tif","[Copyright] Bristol Record Office",115406
"2001/090/1/1/4156","Trotter","Kenya","default","default","default","default","default","default","default","default","default","Item","Weaving sisal at Sisal Products Ltd","Factory workers operate weaving machines at Sisal Products Ltd. Grown commercially for its hard fibres, sisal is a cactus closely related to hemp that is used to make products such as twine, rope and sacks etc.","18 February 1953","1 negative","default","307.tif","[Copyright] Bristol Record Office",113987
"2001/090/1/1/4157","Trotter","Kenya","default","default","default","default","default","default","default","default","default","Item","Sisal weavers at Sisal Products Ltd","A barefoot factory worker operates a weaving machine at Sisal Products Ltd. Grown commercially for its hard fibres, sisal is a cactus closely related to hemp that is used to make products such as twine, rope and sacks etc.","18 February 1953","1 negative","default","308.tif","[Copyright] Bristol Record Office",115497
"2001/090/1/1/4160","Trotter","Kenya","default","default","default","default","default","default","default","default","default","Item","Factory worker sewing at Sisal Products Ltd","A factory worker operates an industrial sewing machine at Sisal Products Ltd. Grown commercially for its hard fibres, sisal is a cactus closely related to hemp that is used to make products such as twine, rope and sacks etc.","18 February 1953","1 negative","default","309.tif","[Copyright] Bristol Record Office",119701
"2001/090/1/1/4162","Trotter","Kenya","default","default","default","default","default","default","default","default","default","Item","Jasper Maskelyne","The magician Jasper Maskelyne, later a Kenyan Police officer, is photographed sitting at his desk. His shirt displays numerous military medals.","24 February 1953","1 negative","default","310.tif","[Copyright] Bristol Record Office",118840
"2001/090/1/1/4163","Trotter","Kenya","default","default","default","default","default","default","default","default","default","Item","Jasper Maskelyne and his trophies","The magician Jasper Maskelyne, later a Kenyan Police officer, poses next to a selection of trophies and memorabilia.","24 February 1953","1 negative","default","311.tif","[Copyright] Bristol Record Office",118841
"2001/090/1/1/4175","Trotter","Kenya","default","default","default","default","default","default","default","default","default","Item","Fred and Watson","Wearing theatrical costume, Fred and Watson perform their 'What a bore' act on stage against a painted backdrop. One of several acts performed in a show called 'Re-face It'.","24 February 1953","1 negative","default","312.tif","[Copyright] Bristol Record Office",113952
"2001/090/1/1/4179","Trotter","Kenya","default","default","default","default","default","default","default","default","default","Item","Five minute Alibhai","Wearing theatrical costume, Peter Colmore performs his 'Five Minute Alibhai' act on stage against a curtained backdrop. His props include a pair of glasses with one black lens and an umbrella. One of several acts performed in a show called 'Re-face It'.","24 February 1953","1 negative","default","313.tif","[Copyright] Bristol Record Office",119581
"2001/090/1/1/4181","Trotter","Kenya","default","default","default","default","default","default","default","default","default","Item","Five minute Alibhai","Wearing theatrical costume, Peter Colmore performs his 'Five minute Alibhai' act on stage against a curtained backdrop. One of several acts performed in a show called 'Re-face It'.","24 February 1953","1 negative","default","314.tif","[Copyright] Bristol Record Office",119580
"2001/090/1/1/4195","Trotter","Kenya","default","default","default","default","default","default","default","default","default","Item","African housing at Sisal Products Ltd","Two women chat outside the doorway of a newly constructed house. Part of a series featuring employees of Sisal Products Ltd.","25 February 1953","1 negative","default","315.tif","[Copyright] Bristol Record Office",121508
"2001/090/1/1/4196","Trotter","Kenya","default","default","default","default","default","default","default","default","default","Item","Wash place at Sisal Products Ltd","Kenyan women washing and filling bowls at a fountain. Part of a series featuring employees of Sisal Products Ltd.","25 February 1953","1 negative","default","316.tif","[Copyright] Bristol Record Office",114029
"2001/090/1/1/4198","Trotter","Kenya","default","default","default","default","default","default","default","default","default","Item","Draughts players at Sisal Products Ltd","A group of men sit on benches around a table to play draughts. Part of a series featuring employees of Sisal Products Ltd.","25 February 1953","1 negative","default","317.tif","[Copyright] Bristol Record Office",119954
"2001/090/1/1/4201","Trotter","Kenya","default","default","default","default","default","default","default","default","default","Item","Kenyan school room at Sisal Products Ltd","A classroom of children sit in rows behind desks listening to a teacher who is writing on a blackboard as they address the class. Part of a series featuring employees of Sisal Products Ltd and their families.","25 February 1953","1 negative","default","318.tif","[Copyright] Bristol Record Office",118747
"2001/090/1/1/4204","Trotter","Kenya","default","default","default","default","default","default","default","default","default","Item","A train of children","A train of children holding onto one another as they run around in a circle, led by an adult. Part of a series featuring employees of Sisal Products Ltd and their families.","25 February 1953","1 negative","default","319.tif","[Copyright] Bristol Record Office",121701
"2001/090/1/1/4288","Trotter","Kenya","default","default","default","default","default","default","default","default","default","Item","Gabb's house during Mau Mau era","A single storey house with tall chimneys displays the large painted letters 'GABB', the name of the owner of the house. During the Mau Mau campaigns of the 1950s, house owners used signs such as this to assist aircraft patrols on the hunt for fighters. North Kinangop.","9-12 February 1953","1 negative","default","320.tif","[Copyright] Bristol Record Office",119441
"2001/090/1/1/4289","Trotter","Kenya","default","default","default","default","default","default","default","default","default","Item","Gabb's house during Mau Mau era","A single storey house belonging to Gabb displays the large painted letters 'GABB' on its pitched roof. During the Mau Mau campaigns of the 1950s, house owners used signs such as this to assist aircraft patrols on the hunt for fighters. North Kinangop.","9-12 February 1953","1 negative","default","321.tif","[Copyright] Bristol Record Office",119442
"2001/090/1/1/4290","Trotter","Kenya","default","default","default","default","default","default","default","default","default","Item","Name painting during Mau Mau era","A man on a ladder paints the name 'GABB' in large letters on the pitched roof of a single storey house belonging to Gabb. During the Mau Mau campaigns of the 1950s, house owners used signs such as this to assist aircraft patrols on the hunt for fighters. North Kinangop.","9-12 February 1953","1 negative","default","322.tif","[Copyright] Bristol Record Office",117323
"2001/090/1/1/4291","Trotter","Kenya","default","default","default","default","default","default","default","default","default","Item","Name painting during Mau Mau era","A man on a ladder paints the name 'GABB' in large letters on the pitched roof of a single storey house belonging to Gabb. During the Mau Mau campaigns of the 1950s, house owners used signs such as this to assist aircraft patrols on the hunt for fighters. North Kinangop.","9-12 February 1953","1 negative","default","323.tif","[Copyright] Bristol Record Office",117324
"2001/090/1/1/4305","Trotter","Kenya","default","default","default","default","default","default","default","default","default","Item","Building a hut","A woman reaches up to pass straw to a man who is thatching the roof of a wooden-framed hut. Identified by Trotter in his negative books as the 'boy's huts'. North Kinangop.","9-12 February 1953","1 negative","default","324.tif","[Copyright] Bristol Record Office",120786
"2001/090/1/1/4306","Trotter","Kenya","default","default","default","default","default","default","default","default","default","Item","Building a hut","A woman reaches up to pass straw to a man who is thatching the roof of a wooden-framed hut. Identified by Trotter in his negative books as the 'boy's huts'. North Kinangop.","9-12 February 1953","1 negative","default","325.tif","[Copyright] Bristol Record Office",120787
"2001/090/1/1/4307","Trotter","Kenya","default","default","default","default","default","default","default","default","default","Item","Building a hut","A woman reaches up to pass straw to a man who is thatching the roof of a wooden-framed hut. Identified by Trotter in his negative books as the 'boy's huts'. North Kinangop.","9-12 February 1953","1 negative","default","326.tif","[Copyright] Bristol Record Office",120788
"2001/090/1/1/4312","Trotter","Kenya","default","default","default","default","default","default","default","default","default","Item","Deserted camp","Huts with straw roofs amongst the overgrown rural background of a deserted camp. North Kinangop.","9-12 February 1953","1 negative","default","327.tif","[Copyright] Bristol Record Office",120040
"2001/090/1/1/4330","Trotter","Kenya","default","default","default","default","default","default","default","default","default","Item","Ford Anglia","The driver of a Ford Anglia car tackles a rocky countryside road. North Kinangop.","9-12 February 1953","1 negative","default","328.tif","[Copyright] Bristol Record Office",119547
"2001/090/1/1/4360","Trotter","Kenya","default","default","default","default","default","default","default","default","default","Item","Cecily Gavaghan and children","Cecily Gavaghan playing with her two sons. The boys are playing with some toys. Cecily was the first wife of Terence Gavaghan, a colonial officer responsible for rehabilitation camps in the Mwea area during the Mau Mau emergency. North Kinangop.","9-12 February 1953","1 negative","default","329.tif","[Copyright] Bristol Record Office",120534
